// note: the encodedPoints strings in this file contain encoded Lat Lng values for drawing polylines on map.
// It was retrieved by calling this example http request: https://maps.googleapis.com/maps/api/directions/json?origin=-35.529076,%20138.687050&destination=-35.529076,%20138.687050&waypoints=1%20Kessell%20Rd,%20Goolwa%20SA%205214|8%20Hays%20St,%20Goolwa%20SA%205214|54%20Beach%20Rd,%20Goolwa%20South%20SA%205214|&key=AIzaSyBIkoRC0eBVnGA1AO866dnfPW00ZjGrmzo
// More information can be found at https://developers.google.com/maps/documentation/directions/intro

mainMarker, marker, -35.55678,138.62361, Warland Reserve

lineBlue, encodedPoints, jmexEc_}lYYj@EVH\\oAdA_@RYLgDv@wCd@aBFM?QEUGaJmA{Ck@CBI@GGAE@A?AwG}AsIcEk@UA@A@C@ICCI?E@Cg@i@}AoBiDcHa@k@A@ABG?ECAI@CoBaCcG}Ga@]kE_C]U?@A@C@GC?KuAmAmAqAmGiHuA{A{G{E?@A?ABE@EAGK@MkIcGiCaCOI]YA?C?AACASTs@vAe@pAQZMJe@Pg@?{AISAgALcB\\_AZq@^WRsBzBaCfBuB~Ak@mAg@u@oAwAuBmB[c@m@cAuAmEWo@QKa@q@o@iAU[ECEICO@MFIHG@APg@n@mBd@oA`@qAFa@Fc@NDDDHLFL`@jBn@hC?L?J?K?MAIm@_Ca@kBKUKKOEGb@CPMh@}@fCg@~A?RCd@BDDJ?XEJC@FTVf@r@nAFTDHn@fBx@lC^l@h@x@tBlBnAvArAbCvDlInAjCpB`DR\\Pb@DZb@hEdDr[tBrSJ\\Tj@OLc@PcAHUJSPQ\\a@~@`At@nFpDbNhJnL~H|SwQnKeJpM}KlFsEvEgEvG|A?A@A?ADCH@DHADnAXjAThH`A`AJZ?VDB@ZBf@Er@GtB]bDw@JC`@Qb@Yz@w@IY?K@IVc@DM
lineBlue, marker, -35.5863, 138.59842, Whalers Inn
lineBlue, marker, -35.574789, 138.602354, Yilki Store
lineBlue, marker, -35.559881, 138.608045, Victor Harbor Holiday and Cabin Park
lineBlue, latLngPoint, -35.5863, 138.59842
lineBlue, latLngPoint, -35.58617, 138.59820000000002
lineBlue, latLngPoint, -35.58614, 138.59808
lineBlue, latLngPoint, -35.58619, 138.59793000000002
lineBlue, latLngPoint, -35.58579, 138.59758000000002
lineBlue, latLngPoint, -35.58563, 138.59748000000002
lineBlue, latLngPoint, -35.5855, 138.59741000000002
lineBlue, latLngPoint, -35.58466, 138.59713000000002
lineBlue, latLngPoint, -35.5839, 138.59694000000002
lineBlue, latLngPoint, -35.58341, 138.5969
lineBlue, latLngPoint, -35.58334, 138.5969
lineBlue, latLngPoint, -35.58325, 138.59693000000001
lineBlue, latLngPoint, -35.58314, 138.59697
lineBlue, latLngPoint, -35.58137, 138.59736
lineBlue, latLngPoint, -35.58059, 138.59758000000002
lineBlue, latLngPoint, -35.58057, 138.59756000000002
lineBlue, latLngPoint, -35.58052, 138.59755
lineBlue, latLngPoint, -35.58048, 138.59759000000003
lineBlue, latLngPoint, -35.580470000000005, 138.59762
lineBlue, latLngPoint, -35.58048, 138.59763
lineBlue, latLngPoint, -35.58048, 138.59764
lineBlue, latLngPoint, -35.579080000000005, 138.59811000000002
lineBlue, latLngPoint, -35.577380000000005, 138.59909000000002
lineBlue, latLngPoint, -35.577160000000006, 138.59920000000002
lineBlue, latLngPoint, -35.57715, 138.59919000000002
lineBlue, latLngPoint, -35.57714, 138.59918000000002
lineBlue, latLngPoint, -35.57712, 138.59917000000002
lineBlue, latLngPoint, -35.577070000000006, 138.59919000000002
lineBlue, latLngPoint, -35.57705, 138.59924
lineBlue, latLngPoint, -35.57705, 138.59927000000002
lineBlue, latLngPoint, -35.57706, 138.59929000000002
lineBlue, latLngPoint, -35.57686, 138.5995
lineBlue, latLngPoint, -35.57639, 138.60006
lineBlue, latLngPoint, -35.575540000000004, 138.60152000000002
lineBlue, latLngPoint, -35.57537, 138.60174
lineBlue, latLngPoint, -35.57536, 138.60173
lineBlue, latLngPoint, -35.57535, 138.60171000000003
lineBlue, latLngPoint, -35.57531, 138.60171000000003
lineBlue, latLngPoint, -35.57528000000001, 138.60173
lineBlue, latLngPoint, -35.57527, 138.60178000000002
lineBlue, latLngPoint, -35.57528000000001, 138.6018
lineBlue, latLngPoint, -35.574720000000006, 138.60245
lineBlue, latLngPoint, -35.573420000000006, 138.60388
lineBlue, latLngPoint, -35.57325, 138.60403000000002
lineBlue, latLngPoint, -35.572230000000005, 138.60467
lineBlue, latLngPoint, -35.57208, 138.60478
lineBlue, latLngPoint, -35.57208, 138.60477
lineBlue, latLngPoint, -35.572070000000004, 138.60476
lineBlue, latLngPoint, -35.572050000000004, 138.60475000000002
lineBlue, latLngPoint, -35.572010000000006, 138.60477
lineBlue, latLngPoint, -35.572010000000006, 138.60483000000002
lineBlue, latLngPoint, -35.571580000000004, 138.60522
lineBlue, latLngPoint, -35.57119, 138.60563000000002
lineBlue, latLngPoint, -35.569840000000006, 138.60712
lineBlue, latLngPoint, -35.569410000000005, 138.60758
lineBlue, latLngPoint, -35.56799, 138.60868000000002
lineBlue, latLngPoint, -35.56799, 138.60867000000002
lineBlue, latLngPoint, -35.567980000000006, 138.60867000000002
lineBlue, latLngPoint, -35.56797, 138.60865
lineBlue, latLngPoint, -35.56794, 138.60864
lineBlue, latLngPoint, -35.567910000000005, 138.60865
lineBlue, latLngPoint, -35.567870000000006, 138.60871
lineBlue, latLngPoint, -35.56788, 138.60878000000002
lineBlue, latLngPoint, -35.56723, 138.60929000000002
lineBlue, latLngPoint, -35.56622, 138.61008
lineBlue, latLngPoint, -35.565810000000006, 138.61047000000002
lineBlue, latLngPoint, -35.56551, 138.61075000000002
lineBlue, latLngPoint, -35.56537, 138.61084000000002
lineBlue, latLngPoint, -35.5653, 138.61091000000002
lineBlue, latLngPoint, -35.565290000000005, 138.61091000000002
lineBlue, latLngPoint, -35.565270000000005, 138.61091000000002
lineBlue, latLngPoint, -35.56526, 138.61092000000002
lineBlue, latLngPoint, -35.565250000000006, 138.61092000000002
lineBlue, latLngPoint, -35.565180000000005, 138.61087
lineBlue, latLngPoint, -35.565110000000004, 138.61079
lineBlue, latLngPoint, -35.56488, 138.61038000000002
lineBlue, latLngPoint, -35.564690000000006, 138.60997
lineBlue, latLngPoint, -35.56456, 138.6098
lineBlue, latLngPoint, -35.5645, 138.60975000000002
lineBlue, latLngPoint, -35.564440000000005, 138.60972
lineBlue, latLngPoint, -35.564240000000005, 138.60967000000002
lineBlue, latLngPoint, -35.56367, 138.60973
lineBlue, latLngPoint, -35.563460000000006, 138.60973
lineBlue, latLngPoint, -35.562720000000006, 138.60952
lineBlue, latLngPoint, -35.562310000000004, 138.60932000000003
lineBlue, latLngPoint, -35.5621, 138.60918
lineBlue, latLngPoint, -35.56145, 138.60850000000002
lineBlue, latLngPoint, -35.5608, 138.60798
lineBlue, latLngPoint, -35.560210000000005, 138.60750000000002
lineBlue, latLngPoint, -35.559990000000006, 138.60789
lineBlue, latLngPoint, -35.55979, 138.60816
lineBlue, latLngPoint, -35.55939, 138.60860000000002
lineBlue, latLngPoint, -35.558800000000005, 138.60915
lineBlue, latLngPoint, -35.55866, 138.60933
lineBlue, latLngPoint, -35.55843, 138.60967000000002
lineBlue, latLngPoint, -35.558, 138.6107
lineBlue, latLngPoint, -35.557880000000004, 138.61094
lineBlue, latLngPoint, -35.557790000000004, 138.61100000000002
lineBlue, latLngPoint, -35.55762, 138.61125
lineBlue, latLngPoint, -35.55738, 138.61162000000002
lineBlue, latLngPoint, -35.55727, 138.61176
lineBlue, latLngPoint, -35.55724, 138.61178
lineBlue, latLngPoint, -35.557210000000005, 138.61183
lineBlue, latLngPoint, -35.557190000000006, 138.61191000000002
lineBlue, latLngPoint, -35.5572, 138.61198000000002
lineBlue, latLngPoint, -35.55724, 138.61203
lineBlue, latLngPoint, -35.55729, 138.61207000000002
